iShares MSCI Global Metals & Mining Producers ETF
Fund Holdings as of,"Mar 27, 2026"
Inception Date,"Jan 31, 2012"
Shares Outstanding,"31,650,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"LAC","LITHIUM AMERICAS CORP","Materials","Equity","1,044,831.12","0.06","1,044,831.12","266,624.00","3.92","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"TMC","TMC THE METALS COMPANY INC","Materials","Equity","1,043,447.09","0.06","1,043,447.09","244,367.00","4.27","United States","NASDAQ","USD","1.00","USD","-"
"VUL","VULCAN ENERGY RESOURCES LTD","Materials","Equity","1,015,465.08","0.06","1,015,465.08","450,809.00","2.25","Australia","Asx - All Markets","USD","1.45","AUD","-"
"1322","AL MASANE AL KOBRA MINING","Materials","Equity","1,007,747.35","0.06","1,007,747.35","43,068.00","23.40","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"000807","YUNNAN ALUMINIUM LTD A","Materials","Equity","1,006,182.50","0.06","1,006,182.50","242,200.00","4.15","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"600549","XIAMEN TUNGSTEN LTD A","Materials","Equity","1,002,257.38","0.06","1,002,257.38","117,999.00","8.49","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"CNL","COLLECTIVE MINING LTD","Materials","Equity","998,763.18","0.06","998,763.18","66,149.00","15.10","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"ELV","ELEVRA LITHIUM LTD","Materials","Equity","994,131.79","0.06","994,131.79","180,397.00","5.51","Australia","Asx - All Markets","USD","1.45","AUD","-"
"639","SHOUGANG FUSHAN RESOURCES GROUP LT","Materials","Equity","994,229.10","0.06","994,229.10","2,480,000.00","0.40","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"PTCIL","PTC INDUSTRIES LTD","Materials","Equity","993,709.22","0.06","993,709.22","6,038.00","164.58","India","National Stock Exchange Of India","USD","94.80","INR","-"
"2015","FENG HSIN IRON & STEEL LTD","Materials","Equity","986,816.55","0.06","986,816.55","505,918.00","1.95","Taiwan","Taiwan Stock Exchange","USD","31.89","TWD","-"
"CMP","COMPASS MINERALS INTERNATIONAL INC","Materials","Equity","984,557.70","0.06","984,557.70","42,714.00","23.05","United States","NYSE","USD","1.00","USD","-"
"ZAR","ZAR CASH","Cash and/or Derivatives","Cash","975,235.96","0.06","975,235.96","16,664,978.00","5.85","South Africa","-","USD","17.09","ZAR","-"
"WELCORP","WELSPUN CORP LTD","Materials","Equity","945,414.90","0.06","945,414.90","109,655.00","8.62","India","National Stock Exchange Of India","USD","94.80","INR","-"
"PTRO","PETROSEA","Materials","Equity","939,024.76","0.05","939,024.76","3,579,900.00","0.26","Indonesia","Indonesia Stock Exchange","USD","16,965.00","IDR","-"
"600673","GUANGDONG HEC TECHNOLOGY HOLDING L","Materials","Equity","929,916.06","0.05","929,916.06","210,300.00","4.42","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"600362","JIANGXI COPPER LTD A","Materials","Equity","929,917.25","0.05","929,917.25","146,525.00","6.35","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"DVP","DEVELOP GLOBAL LTD","Materials","Equity","885,429.69","0.05","885,429.69","312,743.00","2.83","Australia","Asx - All Markets","USD","1.45","AUD","-"
"1515","NITTETSU MINING LTD","Materials","Equity","881,316.31","0.05","881,316.31","53,300.00","16.54","Japan","Tokyo Stock Exchange","USD","160.15","JPY","-"
"ARU","ARAFURA RARE EARTHS LTD","Materials","Equity","871,148.41","0.05","871,148.41","4,683,858.00","0.19","Australia","Asx - All Markets","USD","1.45","AUD","-"
"SLS","SOLARIS RESOURCES INC","Materials","Equity","868,268.87","0.05","868,268.87","107,715.00","8.06","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"001430","SEAH BESTEEL HDS CORP","Materials","Equity","857,879.11","0.05","857,879.11","18,624.00","46.06","Korea (South)","Korea Exchange (Stock Market)","USD","1,508.80","KRW","-"
"SMR","STANMORE RESOURCES LTD","Materials","Equity","850,507.11","0.05","850,507.11","440,956.00","1.93","Australia","Asx - All Markets","USD","1.45","AUD","-"
"CSNA3","COMPANHIA SIDERURGICA NACIONAL SA","Materials","Equity","850,366.54","0.05","850,366.54","719,977.00","1.18","Brazil","XBSP","USD","5.23","BRL","-"
"NDM","NORTHERN DYNASTY MINERALS LTD","Materials","Equity","847,801.04","0.05","847,801.04","653,843.00","1.30","Canada","Toronto Stock Exchange","USD","1.39","CAD","-"
"002379","SHANDONG HONGQIAO ALUMINUM INDUSTR","Materials","Equity","837,043.52","0.05","837,043.52","214,000.00","3.91","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"VIO","VIOHALCO SA","Materials","Equity","835,776.91","0.05","835,776.91","60,155.00","13.89","Greece","Athens Exchange S.A. Cash Market","USD","0.87","EUR","-"
"000630","TONGLING NONFERROUS METALS GROUP L","Materials","Equity","828,033.81","0.05","828,033.81","977,200.00","0.85","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"GPIL","GODAWARI POWER AND ISPAT LTD","Materials","Equity","820,126.71","0.05","820,126.71","285,737.00","2.87","India","National Stock Exchange Of India","USD","94.80","INR","-"
"SGML","SIGMA LITHIUM CORP","Materials","Equity","816,591.28","0.05","816,591.28","78,068.00","10.46","Brazil","NASDAQ","USD","1.00","USD","-"
"000975","SHANJIN INTERNATIONAL GOLD LTD A","Materials","Equity","816,333.97","0.05","816,333.97","199,840.00","4.08","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"INCO","VALE INDONESIA","Materials","Equity","809,106.69","0.05","809,106.69","2,565,700.00","0.32","Indonesia","Indonesia Stock Exchange","USD","16,965.00","IDR","-"
"IPX","IPERIONX LTD","Materials","Equity","799,075.47","0.05","799,075.47","361,375.00","2.21","Australia","Asx - All Markets","USD","1.45","AUD","-"
"NB","NIOCORP DEVELOPMENTS LTD","Materials","Equity","785,905.17","0.05","785,905.17","173,489.00","4.53","United States","NASDAQ","USD","1.00","USD","-"
"USHAMART","USHA MARTIN LTD","Materials","Equity","785,170.15","0.05","785,170.15","182,439.00","4.30","India","National Stock Exchange Of India","USD","94.80","INR","-"
"RATNAMANI","RATNAMANI METALS AND TUBES LTD","Materials","Equity","775,274.21","0.05","775,274.21","33,240.00","23.32","India","National Stock Exchange Of India","USD","94.80","INR","-"
"SALFT","CASH COLLATERAL USD SALFT","Cash and/or Derivatives","Cash Collateral and Margins","762,000.00","0.04","762,000.00","762,000.00","100.00","United States","-","USD","1.00","USD","Nov 01, 2006"
"9958","CENTURY IRON AND STEEL INDUSTRIAL","Materials","Equity","753,233.92","0.04","753,233.92","201,000.00","3.75","Taiwan","Taiwan Stock Exchange","USD","31.89","TWD","-"
"USIM5","USINAS SIDERURGICAS DE MINAS GERAI","Materials","Equity","749,807.09","0.04","749,807.09","595,340.00","1.26","Brazil","XBSP","USD","5.23","BRL","-"
"002532","TIANSHAN ALUMINUM GROUP LTD A","Materials","Equity","747,673.93","0.04","747,673.93","320,760.00","2.33","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"MTUS","METALLUS INC","Materials","Equity","741,884.43","0.04","741,884.43","46,281.00","16.03","United States","NYSE","USD","1.00","USD","-"
"000426","INNER MONGOLIA XINGYE SILVER&TIN M","Materials","Equity","727,341.61","0.04","727,341.61","125,500.00","5.80","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"1321","EAST PIPES INTEGRATED COMPANY FOR","Materials","Equity","719,164.51","0.04","719,164.51","17,871.00","40.24","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"METC","RAMACO RESOURCES INC CLASS A","Materials","Equity","715,619.96","0.04","715,619.96","45,991.00","15.56","United States","NASDAQ","USD","1.00","USD","-"
"5482","AICHI STEEL CORP","Materials","Equity","710,468.64","0.04","710,468.64","37,800.00","18.80","Japan","Tokyo Stock Exchange","USD","160.15","JPY","-"
"000933","HENAN SHENHUO COAL & POWER LTD A","Materials","Equity","710,080.47","0.04","710,080.47","160,900.00","4.41","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"600219","SHANDONG NANSHAN ALUMINIUM LTD A","Materials","Equity","707,105.91","0.04","707,105.91","828,830.00","0.85","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"2211","EVERGREEN STEEL CORP","Materials","Equity","706,304.78","0.04","706,304.78","223,000.00","3.17","Taiwan","Taiwan Stock Exchange","USD","31.89","TWD","-"
"MAH","MACMAHON HOLDINGS LTD","Materials","Equity","685,963.08","0.04","685,963.08","1,402,548.00","0.49","Australia","Asx - All Markets","USD","1.45","AUD","-"
"SXC","SUNCOKE ENERGY INC","Materials","Equity","685,194.88","0.04","685,194.88","103,192.00","6.64","United States","NYSE","USD","1.00","USD","-"
"826","TIANGONG INTERNATIONAL LTD","Materials","Equity","660,612.33","0.04","660,612.33","1,622,000.00","0.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"5423","TOKYO STEEL MANUFACTURING LTD","Materials","Equity","658,698.05","0.04","658,698.05","63,700.00","10.34","Japan","Tokyo Stock Exchange","USD","160.15","JPY","-"
"601958","JINDUICHENG MOLYBDENUM LTD A","Materials","Equity","641,489.81","0.04","641,489.81","236,100.00","2.72","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"601168","WESTERN MINING LTD A","Materials","Equity","614,606.00","0.04","614,606.00","168,000.00","3.66","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"KRDMD.E","KARDEMIR KARABUK DEMIR CELIK SANAY","Materials","Equity","604,451.13","0.04","604,451.13","914,073.00","0.66","Turkey","Istanbul Stock Exchange","USD","44.46","TRY","-"
"601212","BAIYIN NONFERROUS GROUP LTD A","Materials","Equity","599,609.87","0.03","599,609.87","516,400.00","1.16","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"WA1","WA1 RESOURCES LTD","Materials","Equity","587,541.68","0.03","587,541.68","62,167.00","9.45","Australia","Asx - All Markets","USD","1.45","AUD","-"
"TRMET.E","TR ANADOLU METAL MADENCILIK ISLETM","Materials","Equity","583,439.34","0.03","583,439.34","215,624.00","2.71","Turkey","Istanbul Stock Exchange","USD","44.46","TRY","-"
"GRAVITA","GRAVITA INDIA LTD","Materials","Equity","583,491.66","0.03","583,491.66","39,438.00","14.80","India","National Stock Exchange Of India","USD","94.80","INR","-"
"2014","CHUNG HUNG STEEL CORP","Materials","Equity","580,949.25","0.03","580,949.25","996,000.00","0.58","Taiwan","Taiwan Stock Exchange","USD","31.89","TWD","-"
"5009","GLORIA MATERIAL TECHNOLOGY CORP","Materials","Equity","577,449.55","0.03","577,449.55","558,000.00","1.03","Taiwan","Gretai Securities Market","USD","31.89","TWD","-"
"CAP","CAP SA","Materials","Equity","573,461.12","0.03","573,461.12","78,495.00","7.31","Chile","Santiago Stock Exchange","USD","926.87","CLP","-"
"ERA","ERAMET SA","Materials","Equity","562,453.92","0.03","562,453.92","9,887.00","56.89","France","Nyse Euronext - Euronext Paris","USD","0.87","EUR","-"
"000831","CHINA RARE EARTH RESOURCES AND TEC","Materials","Equity","556,637.48","0.03","556,637.48","79,700.00","6.98","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"323","MAANSHAN IRON AND STEEL LTD H","Materials","Equity","554,711.20","0.03","554,711.20","1,684,000.00","0.33","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"SARDAEN","SARDA ENERGY AND MINERALS LTD","Materials","Equity","553,485.30","0.03","553,485.30","103,188.00","5.36","India","National Stock Exchange Of India","USD","94.80","INR","-"
"000708","CITIC PACIFIC SPECIAL STEEL GROUP","Materials","Equity","549,656.21","0.03","549,656.21","231,500.00","2.37","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"002738","SINOMINE RESOURCE GROUP LTD A","Materials","Equity","549,050.34","0.03","549,050.34","52,000.00","10.56","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"000960","YUNNAN TIN LTD A","Materials","Equity","547,490.11","0.03","547,490.11","116,500.00","4.70","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"JSW","JASTRZEBSKA SPOLKA WEGLOWA SA","Materials","Equity","530,980.50","0.03","530,980.50","61,685.00","8.61","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.72","PLN","-"
"JINDALSAW","JINDAL SAW LTD","Materials","Equity","527,982.82","0.03","527,982.82","269,090.00","1.96","India","National Stock Exchange Of India","USD","94.80","INR","-"
"688122","WESTERN SUPERCONDUCTING TECHNOLOGI","Materials","Equity","511,699.52","0.03","511,699.52","49,286.00","10.38","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"532527","RAMKRISHNA FORGINGS LTD","Materials","Equity","496,652.43","0.03","496,652.43","96,492.00","5.15","India","Bse Ltd","USD","94.80","INR","-"
"2023","YIEH PHUI ENTERPRISE LTD","Materials","Equity","481,915.09","0.03","481,915.09","1,059,831.00","0.45","Taiwan","Taiwan Stock Exchange","USD","31.89","TWD","-"
"CBAV3","COMPANHIA BRASILEIRA DE ALUMINIO","Materials","Equity","453,950.98","0.03","453,950.98","229,715.00","1.98","Brazil","XBSP","USD","5.23","BRL","-"
"ASHAPURMIN","ASHAPURA MINECHEM LTD","Materials","Equity","448,963.60","0.03","448,963.60","87,379.00","5.14","India","National Stock Exchange Of India","USD","94.80","INR","-"
"TMQ","TRILOGY METALS INC","Materials","Equity","432,522.72","0.03","432,522.72","128,727.00","3.36","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"3788","HANKING GOLD INTERNATIONAL LTD","Materials","Equity","408,508.25","0.02","408,508.25","842,000.00","0.49","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"600711","CHENGTUN MINING GROUP LTD A","Materials","Equity","388,771.70","0.02","388,771.70","216,300.00","1.80","China","Shanghai Stock Exchange","USD","6.91","CNY","-"
"ABAT","AMERICAN BATTERY TECHNOLOGY COMPAN","Materials","Equity","375,961.74","0.02","375,961.74","141,339.00","2.66","United States","NASDAQ","USD","1.00","USD","-"
"5440","KYOEI STEEL LTD","Materials","Equity","361,772.14","0.02","361,772.14","24,000.00","15.07","Japan","Tokyo Stock Exchange","USD","160.15","JPY","-"
"000932","HUNAN VALIN STEEL LTD A","Materials","Equity","361,127.01","0.02","361,127.01","481,200.00","0.75","China","Shenzhen Stock Exchange","USD","6.91","CNY","-"
"2240","ADVANCED BUILDING INDUSTRIES","Materials","Equity","336,823.90","0.02","336,823.90","34,952.00","9.64","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"VSL","VULCAN STEEL LTD","Materials","Equity","330,116.48","0.02","330,116.48","88,746.00","3.72","Australia","Asx - All Markets","USD","1.45","AUD","-"
"NSLNISP","NMDC STEEL LTD","Materials","Equity","328,840.01","0.02","328,840.01","902,822.00","0.36","India","National Stock Exchange Of India","USD","94.80","INR","-"
"500245","KIRLOSKAR FERROUS INDUSTRIES LTD","Materials","Equity","297,044.78","0.02","297,044.78","76,846.00","3.87","India","Bse Ltd","USD","94.80","INR","-"
"BRE","BRAZILIAN RARE EARTHS LTD","Materials","Equity","296,622.63","0.02","296,622.63","104,011.00","2.85","Australia","Asx - All Markets","USD","1.45","AUD","-"
"MAHSEAMLES","MAHARASHTRA SEAMLESS LTD","Materials","Equity","282,402.21","0.02","282,402.21","47,523.00","5.94","India","National Stock Exchange Of India","USD","94.80","INR","-"
"INR","INR CASH","Cash and/or Derivatives","Cash","278,113.76","0.02","278,113.76","26,365,532.00","1.05","India","-","USD","94.80","INR","-"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","271,654.55","0.02","271,654.55","409,872,388.00","0.07","Korea (South)","-","USD","1,508.80","KRW","-"
"1320","SAUDI STEEL PIPE","Materials","Equity","270,435.48","0.02","270,435.48","24,726.00","10.94","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"FESA4","FERBASA PREF","Materials","Equity","269,544.16","0.02","269,544.16","183,641.00","1.47","Brazil","XBSP","USD","5.23","BRL","-"
"3833","XINJIANG XINXIN MINING INDUSTRY LT","Materials","Equity","262,015.47","0.02","262,015.47","1,021,000.00","0.26","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"SANDUMA","SANDUR MANGANESE AND IRON ORES LTD","Materials","Equity","258,880.09","0.02","258,880.09","137,130.00","1.89","India","National Stock Exchange Of India","USD","94.80","INR","-"
"5449","OSAKA STEEL LTD","Materials","Equity","227,259.05","0.01","227,259.05","13,400.00","16.96","Japan","Tokyo Stock Exchange","USD","160.15","JPY","-"
"MOIL","MOIL LTD","Materials","Equity","215,250.73","0.01","215,250.73","74,096.00","2.91","India","National Stock Exchange Of India","USD","94.80","INR","-"
"CAD","CAD CASH","Cash and/or Derivatives","Cash","198,996.81","0.01","198,996.81","276,247.00","72.04","Canada","-","USD","1.39","CAD","-"
"BRL","BRL CASH","Cash and/or Derivatives","Cash","189,621.11","0.01","189,621.11","992,174.00","19.11","Brazil","-","USD","5.23","BRL","-"
"EUR","EUR CASH","Cash and/or Derivatives","Cash","171,907.28","0.01","171,907.28","149,219.00","115.20","European Union","-","USD","0.87","EUR","-"
"SURYAROSNI","SURYA ROSHNI LTD","Materials","Equity","164,294.60","0.01","164,294.60","79,151.00","2.08","India","National Stock Exchange Of India","USD","94.80","INR","-"
"MIDHANI","MISHRA DHATU NIGAM LTD","Materials","Equity","157,884.50","0.01","157,884.50","52,143.00","3.03","India","National Stock Exchange Of India","USD","94.80","INR","-"
"2362","JINCHUAN GROUP INTERNATIONAL RESOU","Materials","Equity","146,958.79","0.01","146,958.79","2,398,000.00","0.06","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"SEK","SEK CASH","Cash and/or Derivatives","Cash","142,373.67","0.01","142,373.67","1,346,250.00","10.58","Sweden","-","USD","9.46","SEK","-"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","123,963.17","0.01","123,963.17","3,952,999.00","3.14","Taiwan","-","USD","31.89","TWD","-"
"NOK","NOK CASH","Cash and/or Derivatives","Cash","121,099.01","0.01","121,099.01","1,178,669.00","10.27","Norway","-","USD","9.73","NOK","-"
"TRY","TRY CASH","Cash and/or Derivatives","Cash","85,988.42","0.01","85,988.42","3,823,023.00","2.25","Turkey","-","USD","44.46","TRY","-"
"MYR","MYR CASH","Cash and/or Derivatives","Cash","67,242.09","0.00","67,242.09","269,843.00","24.92","Malaysia","-","USD","4.01","MYR","-"
"PLN","PLN CASH","Cash and/or Derivatives","Cash","65,602.51","0.00","65,602.51","243,877.00","26.90","Poland","-","USD","3.72","PLN","-"
"HKD","HKD CASH","Cash and/or Derivatives","Cash","64,507.83","0.00","64,507.83","505,251.00","12.77","Hong Kong","-","USD","7.83","HKD","-"
"CNH","CNH CASH","Cash and/or Derivatives","Cash","63,492.26","0.00","63,492.26","439,090.00","14.46","China","-","USD","6.92","CNH","Dec 31, 1989"
"JPY","JPY CASH","Cash and/or Derivatives","Cash","60,113.52","0.00","60,113.52","9,626,880.00","0.62","Japan","-","USD","160.15","JPY","-"
"MXN","MXN CASH","Cash and/or Derivatives","Cash","49,020.17","0.00","49,020.17","883,589.00","5.55","Mexico","-","USD","18.03","MXN","-"
"TTST","TATA STEEL GDR LTD","Materials","Equity","47,042.40","0.00","47,042.40","2,306.00","20.40","India","London Stock Exchange","USD","1.00","USD","-"
"QAR","QAR CASH","Cash and/or Derivatives","Cash","42,981.71","0.00","42,981.71","156,496.00","27.46","Qatar","-","USD","3.64","QAR","-"
"SGD","SGD CASH","Cash and/or Derivatives","Cash","18,334.61","0.00","18,334.61","23,601.00","77.68","Singapore","-","USD","1.29","SGD","-"
"CHF","CHF CASH","Cash and/or Derivatives","Cash","15,464.17","0.00","15,464.17","12,325.00","125.47","Switzerland","-","USD","0.80","CHF","-"
"CLP","CLP CASH","Cash and/or Derivatives","Cash","11,685.40","0.00","11,685.40","10,830,789.00","0.11","Chile","-","USD","926.87","CLP","-"
"RUB","RUB CASH","Cash and/or Derivatives","Cash","5,192.37","0.00","5,192.37","424,086.00","1.22","Russian Federation","-","USD","81.68","RUB","-"
"ALRS","AK ALROSA","Materials","Equity","353.35","0.00","353.35","2,886,002.00","0.00","Russian Federation","Standard-Classica-Forts","USD","81.68","RUB","-"
"RUAL","UNITED COMPANY RUSAL","Materials","Equity","422.41","0.00","422.41","3,450,000.00","0.00","Russian Federation","Standard-Classica-Forts","USD","81.68","RUB","-"
"003030","SEAH STEEL HOLDINGS CORP","Materials","Equity","126.99","0.00","126.99","1.00","126.99","Korea (South)","Korea Exchange (Stock Market)","USD","1,508.80","KRW","-"
"CNY","CNY CASH","Cash and/or Derivatives","Cash","0.00","0.00","0.00","0.00","14.47","China","-","USD","6.91","CNY","-"
"IDR","IDR CASH","Cash and/or Derivatives","Cash","0.00","0.00","0.00","1.00","0.01","Indonesia","-","USD","16,965.00","IDR","-"
"PHP","PHP CASH","Cash and/or Derivatives","Cash","14.30","0.00","14.30","866.00","1.65","Philippines","-","USD","60.56","PHP","-"
"GMKN","GMK NORILSKIY NIKEL","Materials","Equity","0.06","0.00","0.06","47,600.00","0.00","Russian Federation","Standard-Classica-Forts","USD","81.68","RUB","Jan 01, 1970"
"773","CHINA METAL RECYCLING (HOLDINGS) L","Materials","Equity","0.17","0.00","0.17","132,000.00","0.00","China","Hong Kong Exchanges And Clearing Ltd","USD","7.83","HKD","-"
"NLMK","NOVOLIPETSK STEEL","Materials","Equity","1.36","0.00","1.36","11,120.00","0.00","Russian Federation","Standard-Classica-Forts","USD","81.68","RUB","-"
"LLL","LEO LITHIUM LTD","Materials","Equity","10.02","0.00","10.02","1,454,959.00","0.00","Australia","Asx - All Markets","USD","1.45","AUD","-"
"MTLRP","MECHEL PREF","Materials","Equity","11.75","0.00","11.75","96,000.00","0.00","Russian Federation","Standard-Classica-Forts","USD","81.68","RUB","Apr 22, 2011"
"CHMF","SEVERSTAL","Materials","Equity","28.58","0.00","28.58","233,400.00","0.00","Russian Federation","Standard-Classica-Forts","USD","81.68","RUB","Jan 01, 1970"
"QAR","QAR/USD","Cash and/or Derivatives","FX","-48.85","0.00","-48.85","-96,887.00","1.00","United States","-","USD","3.64","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-45.64","0.00","-45.64","-1,011,169.00","1.00","United States","-","USD","3.75","USD","-"
"QAR","QAR/USD","Cash and/or Derivatives","FX","-30.05","0.00","-30.05","-59,610.00","1.00","United States","-","USD","3.64","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-14.99","0.00","-14.99","-332,045.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-8.34","0.00","-8.34","-78,477.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-5.45","0.00","-5.45","-51,323.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-5.12","0.00","-5.12","-48,170.00","1.00","United States","-","USD","3.75","USD","-"
"AUD","AUD/USD","Cash and/or Derivatives","FX","-4.70","0.00","-4.70","-500,395.00","1.00","United States","-","USD","1.45","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-3.35","0.00","-3.35","-31,532.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-2.66","0.00","-2.66","-25,057.00","1.00","United States","-","USD","3.75","USD","-"
"KRW","KRW/USD","Cash and/or Derivatives","FX","-2.53","0.00","-2.53","-56,851,687.00","1.00","United States","-","USD","1,508.83","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-2.17","0.00","-2.17","-20,422.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-1.64","0.00","-1.64","-15,421.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-1.63","0.00","-1.63","-36,120.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-1.33","0.00","-1.33","-12,538.00","1.00","United States","-","USD","3.75","USD","-"
"EUR","EUR/USD","Cash and/or Derivatives","FX","-1.07","0.00","-1.07","-88,149.00","1.00","United States","-","USD","0.87","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-1.07","0.00","-1.07","-23,659.00","1.00","United States","-","USD","3.75","USD","-"
"GBP","GBP/USD","Cash and/or Derivatives","FX","-1.02","0.00","-1.02","-125,753.00","1.00","United States","-","USD","0.75","USD","-"
"NOK","NOK/USD","Cash and/or Derivatives","FX","-0.83","0.00","-0.83","-753,097.00","1.00","United States","-","USD","9.73","USD","-"
"SEK","SEK/USD","Cash and/or Derivatives","FX","-0.74","0.00","-0.74","-936,006.00","1.00","United States","-","USD","9.46","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-0.53","0.00","-0.53","-11,832.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-0.52","0.00","-0.52","-11,509.00","1.00","United States","-","USD","3.75","USD","-"
"TRY","TRY/USD","Cash and/or Derivatives","FX","-0.42","0.00","-0.42","-1,875,706.00","1.00","United States","-","USD","44.46","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-0.41","0.00","-0.41","-9,135.00","1.00","United States","-","USD","3.75","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-0.35","0.00","-0.35","-7,783.00","1.00","United States","-","USD","3.75","USD","-"
"CNH","CNH/USD","Cash and/or Derivatives","FX","-0.22","0.00","-0.22","-136,042.00","1.00","United States","-","USD","6.92","USD","-"
"HKD","HKD/USD","Cash and/or Derivatives","FX","-0.21","0.00","-0.21","-162,001.00","1.00","United States","-","USD","7.83","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-0.17","0.00","-0.17","-3,793.00","1.00","United States","-","USD","3.75","USD","-"
"JPY","JPY/USD","Cash and/or Derivatives","FX","-0.16","0.00","-0.16","-2,637,040.00","1.00","United States","-","USD","160.16","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-0.14","0.00","-0.14","-3,082.00","1.00","United States","-","USD","3.75","USD","-"
"PLN","PLN/USD","Cash and/or Derivatives","FX","-0.06","0.00","-0.06","-21,921.00","1.00","United States","-","USD","3.72","USD","-"
"MXN","MXN/USD","Cash and/or Derivatives","FX","0.04","0.00","0.04","-104,376.00","1.00","United States","-","USD","18.02","USD","-"
"MYR","MYR/USD","Cash and/or Derivatives","FX","0.37","0.00","0.37","-2,944.00","1.00","United States","-","USD","4.01","USD","-"
"CAD","CAD/USD","Cash and/or Derivatives","FX","0.53","0.00","0.53","-126,611.00","1.00","United States","-","USD","1.39","USD","-"
"BRL","BRL/USD","Cash and/or Derivatives","FX","27.32","0.00","27.32","-723,308.00","1.00","United States","-","USD","5.23","USD","-"
"IXPM6","EMINI ENERGY SELECT SECTOR JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","1,984,050.00","15.00","1,322.70","-","Chicago Mercantile Exchange","USD","1.00","USD","-"
"MESM6","MSCI EMER MKT INDEX (ICE) JUN 26","Cash and/or Derivatives","Futures","0.00","0.00","11,095,975.00","157.00","1,413.50","-","Ice Futures U.S.","USD","1.00","USD","-"
"SAR","SAR/USD","Cash and/or Derivatives","FX","-232.21","0.00","-232.21","-2,186,298.00","1.00","United States","-","USD","3.75","USD","-"
